Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Cheick Kongo,190.0,-114.0,105.0,-0.471,Bellator 265,
Cheick Kongo,-150.0,-141.0,-135.0,0.037,Bellator Europe 10: Kongo vs. Johnson II,
Cheick Kongo,200.0,380.0,425.0,0.402,Bellator 226: Bader vs. Kongo,
Cheick Kongo,265.0,400.0,450.0,0.309,Bellator 216: MVP vs. Daley,
Cheick Kongo,-245.0,130.0,165.0,0.441,Bellator 208: Fedor vs. Sonnen,
Cheick Kongo,-365.0,-160.0,-150.0,0.226,Bellator 199: Bader vs. King Mo,
Cheick Kongo,-210.0,-310.0,-280.0,-0.102,Bellator 179: Daley vs. MacDonald,
Cheick Kongo,-280.0,-315.0,-310.0,-0.0289999999999999,Bellator 172: Thomson vs. Pitbull,
Cheick Kongo,125.0,120.0,120.0,-0.023,Bellator 161: Kongo vs. Johnson,
Cheick Kongo,-215.0,-130.0,-125.0,0.177,Bellator 150: Kongo vs. Queiroz,
Cheick Kongo,130.0,130.0,135.0,0.013,Bellator 139: Kongo vs. Volkov,
Cheick Kongo,-110.0,-125.0,-124.0,-0.061,Bellator 134: Newton vs. McGeary,
Cheick Kongo,-190.0,-300.0,-290.0,-0.14,Bellator 123: Curran vs. Pitbull II,
Cheick Kongo,-505.0,-725.0,-720.0,-0.052,Bellator Fighting Championship 120: Rampage vs. King Mo,
Cheick Kongo,205.0,240.0,255.0,0.124,Bellator Fighting Championship 115: Minakov vs. Kongo,
Cheick Kongo,-140.0,-155.0,-135.0,-0.015,Bellator Fighting Championship 107: Kongo vs. Graham,
Peter Graham,100.0,125.0,125.0,,nan,Nov 8th 2013
Cheick Kongo,-405.0,-550.0,-525.0,-0.051,Bellator Fighting Championship 102: Godbeer vs. Kongo,
Cheick Kongo,170.0,200.0,215.0,0.123,UFC 159: Jones vs. Sonnen,
Cheick Kongo,-230.0,-125.0,-115.0,0.217,UFC 149: Faber vs. Barao,
Cheick Kongo,-210.0,-280.0,-280.0,-0.088,UFC 144: Edgar vs. Henderson,
Cheick Kongo,-115.0,118.0,118.0,0.142,UFC 137: Penn vs. Diaz,
Cheick Kongo,-165.0,-200.0,-200.0,-0.071,UFC On Versus 4,
Cheick Kongo,-180.0,-178.0,-178.0,0.004,UFC 120: Bisping vs. Akiyama,
Cheick Kongo,-530.0,-345.0,-345.0,0.078,UFC on Versus 1: Vera vs. Jones,
Cheick Kongo,125.0,150.0,150.0,0.1,UFC 107: Penn vs Sanchez,
Cheick Kongo,-155.0,155.0,155.0,0.355,UFC 99: The Comeback,
Cheick Kongo,-315.0,-310.0,-310.0,0.004,UFC 97: Redemption,
Cheick Kongo,-325.0,-310.0,-310.0,0.011,UFC 92: The Ultimate 2008,
Cheick Kongo,-550.0,-500.0,-500.0,0.015,UFC 87: Seek And Destroy,
Cheick Kongo,-180.0,-175.0,-175.0,0.01,UFC 82: Pride Of A Champion,
Cheick Kongo,260.0,315.0,315.0,0.133,UFC 75: Champion vs Champion,
Patrick Cote,-230.0,-131.0,-130.0,0.186,UFC 210: Cormier vs. Johnson 2,
Patrick Cote,150.0,135.0,150.0,-0.0289999999999999,UFC Fight Night 89: MacDonald vs. Thompson,
Patrick Cote,115.0,130.0,130.0,0.065,UFC Fight Night 81: Dillashaw vs. Cruz,
Patrick Cote,110.0,138.0,150.0,0.139,UFC Fight Night 74: Holloway vs. Oliveira,
Patrick Cote,-190.0,-260.0,-250.0,-0.096,UFC 186: Johnson vs. Horiguchi,
Patrick Cote,190.0,305.0,340.0,0.314,UFC 178: Johnson vs. Cariaso,
Patrick Cote,-130.0,180.0,185.0,0.375,UFC: The Ultimate Fighter Nations Finale,
Patrick Cote,-170.0,-200.0,-190.0,-0.05,UFC 158: St-Pierre vs. Diaz,
Patrick Cote,-300.0,-235.0,-210.0,0.079,UFC 154: St-Pierre vs. Condit,
Patrick Cote,-240.0,-200.0,-190.0,0.064,UFC 148: Silva vs. Sonnen 2,
Patrick Cote,-170.0,-175.0,-175.0,-0.011,UFC 121: Lesnar vs. Velasquez,
Patrick Cote,-140.0,107.0,107.0,0.172,UFC 113: Machida vs. Shogun II,
Patrick Cote,500.0,480.0,480.0,-0.034,UFC 90: Silva vs Cote,
Patrick Cote,-155.0,108.0,108.0,0.209,UFC 86: Jackson vs Griffin,
Patrick Cote,-135.0,-135.0,-135.0,0.0,UFC Fight Night 12: Swick vs Burkman,
Patrick Cote,240.0,215.0,215.0,-0.079,UFC 74: Respect,
Derrick Krantz,-105.0,-125.0,-110.0,-0.057,UFC on ESPN+ 15: Andrade vs. Zhang,
Derrick Krantz,345.0,700.0,775.0,0.461,UFC on ESPN+ 10: Dos Anjos vs. Lee,
Derrick Krantz,-275.0,-280.0,-280.0,-0.005,LFA 63: Krantz vs. Patterson,
Derrick Krantz,-185.0,-305.0,-195.0,-0.1,LFA 42: Krantz vs. Kayne,
Derrick Krantz,125.0,250.0,250.0,0.357,LFA 23: Krantz vs. Nakashima,
Derrick Krantz,-160.0,-165.0,-165.0,-0.012,LFA 12: Neumann vs. Krantz,
Ben Neumann,120.0,125.0,125.0,,nan,May 19th 2017
Derrick Krantz,-350.0,-270.0,-270.0,0.062,LFA 4: Aguilar vs. Jackson,
Derrick Krantz,-245.0,-230.0,-230.0,0.019,Legacy FC 57: Aguilar vs. Kelley,
Derrick Krantz,-210.0,-215.0,-215.0,-0.008,Legacy FC 49: Krantz vs. Morono,
Derrick Krantz,145.0,160.0,160.0,0.0579999999999999,Legacy FC 43: Krantz vs. Larson,
Derrick Krantz,100.0,-300.0,-300.0,-0.5,Legacy FC 32: Almeida vs. Machado,
Derrick Krantz,100.0,100.0,100.0,,Legacy Fighting Championship 18,
Derrick Krantz,-210.0,-260.0,-260.0,-0.066,Legacy Fighting Championship 14,
Derrick Krantz,,,,,Legacy Fighting Championship 16,
Derrick Krantz,,,,,Bellator Fighting Championship 69,
Derrick Krantz,,,,,Bellator Fighting Championship 61,
Dante Rivera,180.0,185.0,185.0,0.018,UFC: The Ultimate Fighter 7 Finale,
Dante Rivera,,,,,Bellator 118: Warren vs. Silva,
Gemiyale Adkins,,,,,nan,May 2nd 2014
Dante Rivera,,,,,Bellator Fighting Championship 95: Curran vs. Shamhalaev,
Allen Crowder,135.0,190.0,200.0,0.209,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,
Allen Crowder,175.0,360.0,400.0,0.429,UFC on ESPN+ 1: Cejudo vs. Dillashaw,
Allen Crowder,160.0,190.0,195.0,0.113,UFC 218: Holloway vs. Aldo 2,
Allen Crowder,200.0,225.0,235.0,0.091,Dana White's Contender Series 8,
Mike Rodriguez,-500.0,-600.0,-549.0,-0.024,CES 69,
Mike Rodriguez,-110.0,-105.0,108.0,0.055,UFC Fight Night: Smith vs. Spann,
Mike Rodriguez,-240.0,-250.0,-240.0,-0.006,UFC Fight Night 184: Overeem vs. Volkov,
Mike Rodriguez,-170.0,-278.0,-270.0,-0.1639999999999999,UFC on ESPN+ 35: Waterson vs. Hill,
Mike Rodriguez,-170.0,-250.0,-210.0,-0.111,UFC on ESPN 15: Munhoz vs. Edgar,
Mike Rodriguez,-385.0,-455.0,-425.0,-0.0279999999999999,UFC on ESPN+ 13: De Randamie vs. Ladd,
Mike Rodriguez,165.0,-115.0,120.0,-0.3379999999999999,UFC on FOX 31: Lee vs. Iaquinta 2,
Mike Rodriguez,-120.0,-115.0,-115.0,0.019,UFC 223: Nurmagomedov vs. Iaquinta,
Mike Rodriguez,-190.0,-177.0,-165.0,0.037,Dana White's Contender Series 5,
Mike Rodriguez,300.0,-125.0,-120.0,-1.206,UFC on ESPN+ 23: Edgar vs. The Korean Zombie,
Mike Rodriguez,,,,,Titan FC 44: Sharipov vs. Torres,
Alec Hooben,,,,,nan,May 19th 2017
Mike Rodriguez,,,,,CES MMA 44: Bessette vs. Trujillo,
Mike Rodriguez,,,,,CES MMA 41: Bessette vs. Croom,
Hector Sanchez,,,,,nan,Jan 27th 2017
Mike Rodriguez,,,,,CES MMA 39: O'Neil vs. Santiago,
Mike Rodriguez,,,,,CES MMA 37: Soukhamthath vs. Moy,
Stepford Ewings,,,,,nan,Aug 12th 2016
Mike Rodriguez,,,,,CES MMA 32: Felix vs. Sanders,
Pat McCrohan,,,,,nan,Jan 8th 2016
Per Eklund,-170.0,-160.0,-160.0,0.023,UFC 95: Sanchez vs Stevenson,
Per Eklund,-190.0,-215.0,-215.0,-0.042,UFC 89: Bisping vs Leben,
Per Eklund,240.0,205.0,205.0,-0.115,UFC 80: Rapid Fire,
Artem Lobov,163.0,220.0,220.0,0.178,Mahatch FC,
Denys Berinchyk,-225.0,-333.0,-333.0,,nan,Jul 24th 2021
Artem Lobov,220.0,445.0,500.0,0.434,UFC Fight Night 138: Volkan vs. Smith,
Artem Lobov,155.0,144.0,150.0,-0.032,UFC Fight Night 118: Cerrone vs. Till,
Artem Lobov,365.0,450.0,475.0,0.174,UFC Fight Night 108: Swanson vs. Lobov,
Artem Lobov,180.0,220.0,225.0,0.133,UFC Fight Night 99: Mousasi vs. Hall 2,
Artem Lobov,-170.0,-140.0,-138.0,0.076,UFC 202: Diaz vs. McGregor 2,
Artem Lobov,110.0,-135.0,-135.0,-0.206,UFC Fight Night 82: Hendricks vs. Thompson,
Artem Lobov,-180.0,-165.0,-165.0,0.031,UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes,
Artem Lobov,200.0,180.0,190.0,-0.053,Cage Warriors 70: Duffy vs. Lapilus,
Artem Lobov,135.0,155.0,155.0,0.078,Cage Warriors 65: Maguire vs. Rogers,
Artem Lobov,,,,,Cage Warriors Fight Night 7,
Mavledin Khaybulaev,,,,,nan,Sep 1st 2012
Takashi Sato,145.0,100.0,120.0,-0.184,UFC Fight Night 226,
Takashi Sato,170.0,180.0,270.0,0.213,UFC on ESPN: Santos vs. Hill,
Takashi Sato,250.0,360.0,500.0,0.32,UFC Fight Night 205,
Takashi Sato,165.0,175.0,182.0,0.05,UFC on ESPN 18: Smith vs. Clark,
Takashi Sato,-275.0,-250.0,-235.0,0.032,UFC on ESPN 12: Poirier vs. Hooker,
Takashi Sato,170.0,295.0,320.0,0.3329999999999999,UFC 242: Khabib vs. Poirier,
Takashi Sato,-165.0,-240.0,-213.0,-0.1159999999999999,UFC on ESPN+ 8: Jacare vs. Hermansson,
Marlon Moraes,250.0,162.0,185.0,-0.2769999999999999,PFL,
Marlon Moraes,350.0,400.0,550.0,0.2319999999999999,PFL Week 1,
Marlon Moraes,150.0,-120.0,100.0,-0.337,PFL Championships 2022,
Marlon Moraes,155.0,220.0,255.0,0.241,UFC,
Marlon Moraes,-110.0,200.0,255.0,0.42,UFC 266: Volkanovski vs. Ortega,
Marlon Moraes,-175.0,-172.0,-170.0,0.008,UFC Fight Night 183: Thompson vs. Neal,
Marlon Moraes,-135.0,110.0,125.0,0.198,UFC on ESPN+ 37: Moraes vs. Sandhagen,
Marlon Moraes,-175.0,-165.0,-156.0,0.0279999999999999,UFC 238: Cejudo vs. Moraes,
Marlon Moraes,-215.0,-158.0,-150.0,0.114,UFC on ESPN+ 2: Assuncao vs. Moraes 2,
Marlon Moraes,150.0,100.0,108.0,-0.225,UFC Fight Night 131: Rivera vs. Moraes,
Marlon Moraes,-175.0,-147.0,-145.0,0.067,UFC Fight Night 123: Swanson vs. Ortega,
Marlon Moraes,-120.0,104.0,105.0,0.106,UFC Fight Night 120: Poirier vs. Pettis,
Marlon Moraes,-210.0,-265.0,-260.0,-0.07,UFC 212: Aldo vs. Holloway,
Marlon Moraes,-505.0,-1100.0,-1050.0,-0.096,WSOF 34: Gaethje vs. Firmino,
Marlon Moraes,-400.0,-370.0,-325.0,0.0289999999999999,WSOF 32: Moraes vs. Hill 2,
Marlon Moraes,-855.0,-1200.0,-1200.0,-0.031,WSOF 28: Moraes vs. Barajas,
Joseph Barajas,485.0,775.0,775.0,,nan,Feb 20th 2016
Marlon Moraes,-305.0,-500.0,-450.0,-0.0969999999999999,WSOF 22: Palhares vs. Shields,
Marlon Moraes,-505.0,-840.0,-800.0,-0.068,WSOF 18: Moraes vs. Hill,
Marlon Moraes,-585.0,-575.0,-570.0,0.003,WSOF 13: Moraes vs. Bollinger,
Marlon Moraes,-505.0,-675.0,-620.0,-0.038,World Series of Fighting 9: Carl vs. Palhares,
Marlon Moraes,-175.0,-175.0,-162.0,0.017,UFC 245: Usman vs. Covington,
Marlon Moraes,-350.0,-360.0,-355.0,-0.005,World Series of Fighting 6: Burkman vs. Carl,
Marlon Moraes,-795.0,-525.0,-500.0,0.0579999999999999,World Series of Fighting 4: Spong vs. Deanda,
Brandon Hempleman,465.0,375.0,450.0,,nan,Aug 10th 2013
Marlon Moraes,-130.0,-205.0,-185.0,-0.1689999999999999,World Series of Fighting 2: Arlovski vs. Johnson,
Marlon Moraes,220.0,175.0,175.0,-0.1639999999999999,World Series of Fighting 1,
Marlon Moraes,-260.0,-260.0,-260.0,,XFC 17: Apocalypse,
Wanderlei Silva,185.0,210.0,225.0,0.104,Bellator 206: Mousasi vs. MacDonald,
Wanderlei Silva,110.0,135.0,139.0,0.114,Bellator 180: Sonnen vs. Silva,
Wanderlei Silva,170.0,250.0,270.0,0.25,UFC on Fuel TV 8: Silva vs. Stann,
Wanderlei Silva,-115.0,123.0,125.0,0.165,UFC 147: Silva vs. Franklin II,
Wanderlei Silva,-110.0,180.0,180.0,0.318,UFC 139: Shogun vs. Henderson,
Wanderlei Silva,140.0,-200.0,-200.0,-0.6,UFC 132: Cruz vs. Faber,
Wanderlei Silva,-160.0,-200.0,-200.0,-0.083,UFC 110: Nogueira vs. Velasquez,
Wanderlei Silva,115.0,150.0,150.0,0.14,UFC 99: The Comeback,
Wanderlei Silva,-125.0,-135.0,-135.0,-0.034,UFC 92: The Ultimate 2008,
Wanderlei Silva,-155.0,-160.0,-160.0,-0.012,UFC 84: Ill Will,
Wanderlei Silva,-165.0,-155.0,-155.0,0.024,UFC 79: Nemesis,
Shamil Gaziev,-275.0,-1450.0,-275.0,-0.132,UFC,
Shamil Gaziev,-450.0,-770.0,-475.0,-0.064,Contender Series,
Greg Velasco,300.0,325.0,500.0,,nan,Sep 20th 2023
Shamil Gaziev,-188.0,-150.0,-150.0,0.081,Brave CF,
Shamil Gaziev,-800.0,-900.0,-549.0,0.011,Brave CF 65,
Pavel Dailidko,550.0,350.0,600.0,,nan,Oct 28th 2022
Shamil Gaziev,160.0,175.0,195.0,0.078,Ares FC 7,
Kirill Kornilov,-200.0,-245.0,-225.0,,nan,Jun 25th 2022
Shamil Gaziev,163.0,163.0,163.0,,AMC,
Grigoriy Ponomarev,-225.0,-225.0,-225.0,,nan,Sep 24th 2021
Pete Rodriguez,250.0,160.0,200.0,-0.254,UFC Fight Night,
Pete Rodriguez,220.0,205.0,205.0,-0.049,UFC Fight Night: Smith vs Walker,
Pete Rodriguez,-400.0,-800.0,-675.0,-0.0969999999999999,UFC Fight Night 212,
Bill Mahood,,,,,Strikeforce At The Mansion,
Deron Winn,205.0,210.0,230.0,0.035,UFC Fight Night: Kattar vs. Emmett,
Deron Winn,210.0,260.0,260.0,0.139,UFC Fight Night: Dern vs. Rodriguez,
Deron Winn,150.0,160.0,162.0,0.042,UFC Fight Night 183: Thompson vs. Neal,
Deron Winn,-150.0,-139.0,-135.0,0.04,UFC 248: Adesanya vs. Romero,
Deron Winn,115.0,-139.0,-115.0,-0.186,UFC on ESPN 6: Reyes vs. Weidman,
Deron Winn,-320.0,-360.0,-333.0,-0.02,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,
Deron Winn,-120.0,-333.0,-290.0,-0.384,Golden Boy MMA: Liddell vs. Ortiz 3,
Deron Winn,,,,,Bellator 199: Bader vs. King Mo,
Ahmed White,,,,,nan,May 12th 2018
Terrence Mitchell,164.0,450.0,550.0,0.573,UFC,
Sergio Moraes,150.0,165.0,170.0,0.067,UFC on ESPN+ 22: Blachowicz vs. Jacare,
Sergio Moraes,140.0,111.0,125.0,-0.106,UFC 237: Namajunas vs. Andrade,
Sergio Moraes,160.0,180.0,200.0,0.103,UFC on ESPN+ 4: Lewis vs. Dos Santos,
Sergio Moraes,-185.0,-275.0,-270.0,-0.128,UFC Fight Night 137: Santos vs. Anders,
Sergio Moraes,180.0,165.0,173.0,-0.0409999999999999,UFC Fight Night 125: Machida vs. Anders,
Sergio Moraes,314.0,575.0,650.0,0.419,UFC Fight Night 116: Rockhold vs. Branch,
Sergio Moraes,-210.0,-200.0,-195.0,0.019,UFC Fight Night 106: Belfort vs. Gastelum,
Sergio Moraes,-185.0,-150.0,-150.0,0.076,UFC Fight Night 100: Bader vs. Nogueira,
Sergio Moraes,-475.0,-475.0,-430.0,0.008,UFC 198: Werdum vs. Miocic,
Sergio Moraes,-115.0,120.0,125.0,0.162,UFC Fight Night 80: VanZant vs. Namajunas,
Sergio Moraes,-350.0,-550.0,-480.0,-0.077,UFC Fight Night 64: Gonzaga vs. Cro Cop II,
Sergio Moraes,-230.0,-165.0,-161.0,0.111,UFC 163: Aldo vs. Jung,
Sergio Moraes,-265.0,-220.0,-210.0,0.06,UFC 153: Silva vs. Bonnar,
Sergio Moraes,200.0,230.0,258.0,0.128,UFC 147: Silva vs. Franklin II,
Sergio Moraes,,,,,Bellator Fighting Championship 12,
Josh Martin,,,,,nan,Jun 19th 2009
Sergio Moraes,,,,,Bellator Fighting Championship 6,
Jeff Messina,,,,,nan,May 8th 2009
Efrain Escudero,200.0,375.0,375.0,0.368,Karate Combat,
Efrain Escudero,350.0,350.0,350.0,,ARES FC,
Baissangour Chamsoudinov,-549.0,-549.0,-549.0,,nan,Jun 23rd 2023
Efrain Escudero,-135.0,110.0,130.0,0.2189999999999999,Golden Boy MMA: Liddell vs. Ortiz 3,
Efrain Escudero,140.0,214.0,225.0,0.25,PFL 2: Firmino vs. Brooks,
Efrain Escudero,150.0,110.0,110.0,-0.19,ACB 83: Baku,
Khamzat Aushev,-190.0,-150.0,-150.0,,nan,Mar 24th 2018
Efrain Escudero,280.0,300.0,315.0,0.069,UFC 197: Jones vs. Saint Preux,
Efrain Escudero,100.0,128.0,130.0,0.127,UFC Fight Night 78: Magny vs. Gastelum,
Efrain Escudero,125.0,115.0,120.0,-0.032,UFC 188: Velasquez vs. Werdum,
Efrain Escudero,-130.0,144.0,155.0,0.292,UFC Fight Night 60: Henderson vs. Thatch,
Rodrigo Lima,-110.0,-165.0,-164.0,,nan,Feb 14th 2015
Efrain Escudero,110.0,190.0,190.0,0.276,UFC Fight Night 51: Big Foot vs. Arlovski II,
Efrain Escudero,-215.0,-215.0,-215.0,,Superior Challenge X,
Efrain Escudero,-210.0,-280.0,-280.0,-0.088,RFA 13: Cochrane vs. Escudero,
Efrain Escudero,-120.0,-120.0,-120.0,,ACB 74: Aguev vs Townsend,
Efrain Escudero,-155.0,-140.0,-140.0,0.04,Championship Fighting Alliance 12,
Efrain Escudero,-405.0,-340.0,-335.0,0.038,Bellator Fighting Championship 100: Lima vs. Saunders,
Zack Surdyka,285.0,260.0,280.0,,nan,Sep 20th 2013
Efrain Escudero,210.0,180.0,180.0,-0.107,Resurrection Fighting Alliance 4,
Efrain Escudero,120.0,125.0,125.0,0.022,UFC 145: Jones vs. Evans,
Efrain Escudero,190.0,245.0,245.0,0.159,UFC 141: Lesnar vs. Overeem,
Efrain Escudero,110.0,-155.0,-155.0,-0.276,UFC Fight Night 22: Marquardt vs. Palhares,
Efrain Escudero,-390.0,-400.0,-400.0,-0.005,UFC 114: Jackson vs. Evans,
Efrain Escudero,-275.0,-275.0,-275.0,0.0,UFC Fight Night 20: Maynard vs Diaz,
Efrain Escudero,-160.0,-145.0,-145.0,0.038,UFC 103: Franklin vs Belfort,
Efrain Escudero,310.0,300.0,300.0,-0.025,UFC: The Ultimate Fighter 8 Finale,
Efrain Escudero,,,,,PFL 5: High vs. Schulte,
Efrain Escudero,,,,,Legacy Fighting Championships 9,
Efrain Escudero,,,,,Bellator Fighting Championship 55,
Cesar Avila,,,,,nan,Oct 22nd 2011
Efrain Escudero,,,,,Tachi Palace Fights 9,
Rogerio Bontorin,-200.0,-275.0,-275.0,-0.1,Rizin,
Yutaro Muramoto,150.0,200.0,200.0,,nan,Oct 1st 2023
Rogerio Bontorin,-120.0,-240.0,-210.0,-0.2789999999999999,RIZIN,
Rogerio Bontorin,200.0,185.0,185.0,-0.053,UFC 275,
Rogerio Bontorin,-110.0,130.0,150.0,0.198,UFC Fight Night 201,
Rogerio Bontorin,105.0,138.0,158.0,0.163,UFC 262: Oliveira vs. Chandler,
Rogerio Bontorin,175.0,108.0,117.0,-0.291,UFC 259: Blachowicz vs. Adesanya,
Rogerio Bontorin,-135.0,-111.0,105.0,0.121,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,
Rogerio Bontorin,285.0,245.0,300.0,-0.055,UFC on ESPN+ 2: Assuncao vs. Moraes 2,
Rogerio Bontorin,115.0,125.0,125.0,0.044,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,
Rogerio Bontorin,,,,,Dana White's Contender Series Brazil 1,
Gustavo Gabriel,,,,,nan,Aug 24th 2018
Tyler Diamond,-120.0,-140.0,104.0,-0.004,PFL,
Otto Rodrigues,-180.0,-152.0,-125.0,,nan,Apr 19th 2024
Tyler Diamond,188.0,240.0,300.0,0.204,PFL 2021 4: Shields vs. Elkin,
Tyler Diamond,-510.0,-620.0,-620.0,-0.03,LFA 66: Diamond vs. Neal,
Jon Neal,340.0,410.0,410.0,,nan,May 10th 2019
Tyler Diamond,-150.0,120.0,122.0,0.246,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,
Tyler Diamond,-260.0,-450.0,-323.0,-0.093,"PFL 2021, Week 1",
Avi Jack,,,,,Cage Warriors 55: Pendred vs. Mills,
Avi Jack,,,,,Cage Warriors 50,
Dan Hope,,,,,nan,Dec 8th 2012
Chris Holdsworth,-380.0,-355.0,-350.0,0.016,UFC 173: Barao vs. Dillashaw,
Chris Holdsworth,-265.0,-215.0,-200.0,0.07,UFC: The Ultimate Fighter 18 Finale,
Chris Holdsworth,,,,,Resurrection Fighting Alliance 4,
Joseph Gigliotti,-155.0,-130.0,-130.0,0.07,UFC Fight Night 92: Rodriguez vs. Caceres,
Joseph Gigliotti,145.0,180.0,180.0,0.125,RFA 37: Viana vs. Clark,
Joseph Gigliotti,,,,,RFA 29: USA vs. Brazil,
Athlone Dobson,,,,,nan,Aug 21st 2015
Joseph Gigliotti,,,,,WSOF 19: Gaethje vs. Palomino,
Brendan Tierney,,,,,nan,Mar 28th 2015
Yanal Ashmouz,-110.0,-125.0,100.0,-0.021,UFC,
Yanal Ashmouz,-133.0,110.0,126.0,0.207,UFC 292,
Yanal Ashmouz,,,,,UFC Fight Night 227,
Tony Fryklund,,,,,Bellator Fighting Championship 94: Awad vs. Rickels,
Kyle Watson,-145.0,-135.0,-135.0,0.0289999999999999,Cage Warriors Fight Night 3,
Kyle Watson,145.0,160.0,160.0,0.0579999999999999,UFC 129: St-Pierre vs. Shields,
Kyle Watson,-170.0,-170.0,-170.0,0.0,UFC: The Ultimate Fighter 12 Finale,
Sako Chivitchian,140.0,150.0,150.0,,nan,Dec 4th 2010
Liudvik Sholinian,170.0,200.0,230.0,0.123,UFC Fight Night 214ting Championship,
Liudvik Sholinian,300.0,300.0,300.0,,UFC Fight Night 205,
Liudvik Sholinian,225.0,400.0,500.0,0.4,UFC Fight Night 191,
Liudvik Sholinian,,,,,Bellator 209: Freire vs. Sanchez,
Walt Harris,165.0,165.0,165.0,,UFC 267: Brachowicz vs. Teixeira,
Walt Harris,130.0,140.0,157.0,0.08,UFC Fight Night 189: Rozenstruik vs. Sakai,
Walt Harris,140.0,155.0,162.0,0.07,UFC 254: Khabib vs. Gaethje,
Walt Harris,-150.0,-164.0,-152.0,-0.018,UFC on ESPN 8: Overeem vs. Harris,
Walt Harris,-135.0,-164.0,-150.0,-0.0579999999999999,UFC on ESPN 4: Dos Anjos vs. Edwards,
Walt Harris,-155.0,-172.0,-165.0,-0.034,UFC on ESPN+ 9: Iaquinta vs. Cowboy,
Walt Harris,-175.0,-227.0,-210.0,-0.079,UFC 232: Jones vs. Gustafsson 2,
Walt Harris,-260.0,-220.0,-212.0,0.054,UFC Fight Night 131: Rivera vs. Moraes,
Walt Harris,-315.0,-375.0,-370.0,-0.039,UFC 217: Bisping vs. St-Pierre,
Walt Harris,190.0,175.0,175.0,-0.055,UFC 216: Ferguson vs. Lee,
Walt Harris,-215.0,-360.0,-350.0,-0.143,UFC Fight Night 111: Holm vs. Correia,
Walt Harris,-120.0,-155.0,-150.0,-0.109,UFC Fight Night 103: Rodriguez vs. Penn,
Walt Harris,-130.0,120.0,125.0,0.207,UFC Fight Night 96: Lineker vs. Dodson,
Walt Harris,160.0,155.0,160.0,-0.008,UFC 197: Jones vs. Saint Preux,
Walt Harris,125.0,155.0,167.0,0.138,UFC Fight Night 55: Rockhold vs. Bisping,
Walt Harris,110.0,-180.0,-175.0,-0.345,Titan FC 28: Brilz vs. Davis,
Walt Harris,-260.0,-425.0,-400.0,-0.115,UFC on FOX 10: Henderson vs. Thomson,
Colin Fletcher,135.0,170.0,170.0,0.13,Bellator 191: McDonald vs. Ligier,
Colin Fletcher,150.0,155.0,155.0,0.02,Bellator 173: McGeary vs. McDermott,
Colin Fletcher,-110.0,-125.0,-125.0,-0.061,BAMMA 14: Daley vs. da Silva,
Colin Fletcher,-270.0,-280.0,-280.0,-0.01,BAMMA 13: Night of Champions,
Colin Fletcher,205.0,365.0,400.0,0.369,UFC 158: St-Pierre vs. Diaz,
Colin Fletcher,-130.0,-110.0,116.0,0.128,UFC on FX 6: Sotiropoulos vs. Pearson,
Colin Fletcher,,,,,BAMMA 9,
Yosdenis Cedeno,-450.0,-550.0,-550.0,-0.034,Bare Knuckle Fighting Championship 62,
Yosdenis Cedeno,195.0,260.0,260.0,0.181,Bare Knuckle Fighting Championship 35,
Yosdenis Cedeno,-165.0,-210.0,-210.0,-0.088,Knucklemania 2,
Mario Vargas,135.0,170.0,170.0,,nan,Feb 19th 2022
Yosdenis Cedeno,220.0,245.0,250.0,0.08,Titan FC 42: Lima vs. Jackson,
Yosdenis Cedeno,-125.0,115.0,125.0,0.182,Titan FC 38: Carl vs. Belal,
Yosdenis Cedeno,-190.0,-250.0,-245.0,-0.088,UFC 189: Mendes vs. McGregor,
Yosdenis Cedeno,220.0,275.0,290.0,0.1639999999999999,UFC Fight Night 54: MacDonald vs. Saffiedine,
Yosdenis Cedeno,130.0,169.0,170.0,0.148,UFC Fight Night 45: Cerrone vs. Miller,
Yosdenis Cedeno,-230.0,-325.0,-305.0,-0.089,UFC 170: Rousey vs. McMann,
Diego Nunes,220.0,310.0,310.0,0.22,Rizin FF 10,
Diego Nunes,-305.0,-455.0,-450.0,-0.088,Bellator Fighting Championship 110,
Diego Nunes,205.0,190.0,220.0,0.0,Bellator Fighting Championship 99: Nunes vs. Pitbull,
Diego Nunes,-150.0,-150.0,-135.0,0.019,UFC on FX 7: Belfort vs. Bisping,
Diego Nunes,-230.0,-210.0,-192.0,0.042,UFC on FX 5: Browne vs. Bigfoot,
Diego Nunes,-230.0,-185.0,-185.0,0.069,UFC on FUEL TV 2: Gustafsson vs. Silva,
Diego Nunes,-350.0,-215.0,-215.0,0.122,UFC 141: Lesnar vs. Overeem,
Diego Nunes,170.0,200.0,200.0,0.1,UFC 131: Carwin vs. Dos Santos,
Diego Nunes,200.0,185.0,185.0,-0.053,UFC 125: Resolution,
Diego Nunes,-200.0,-140.0,-140.0,0.125,WEC 51: Aldo vs. Gamburyan,
Diego Nunes,115.0,165.0,165.0,0.1889999999999999,WEC 49: Varner vs. Shalorus,
